GEITje_corr_score,GEITje_wrong_score,GEITje_right
-3.460284194792621,-5.086546391248703,True
-3.09397334465757,-4.828061739603679,True
-2.6316676923840228,-4.4899428827422,True
-5.198815709911287,-6.113236427307129,True
-3.2943866552992,-4.150379844076399,True
-4.191223672805791,-6.697990572452545,True
-3.050373103728311,-5.024000930786133,True
-2.029675070495744,-3.4730012895306572,True
-3.4587900886933007,-5.475010272115469,True
-2.668306766039071,-4.909922463508944,True
-2.667343154679243,-4.155551935911977,True
-2.733805826968617,-4.006107025676304,True
-3.1806684220209718,-4.626074247062206,True
-2.123474389392262,-3.635622726578731,True
-2.7699073935975322,-3.455679749223319,True
-3.3775443732738495,-4.404004544019699,True
-3.4216903834138064,-3.6912298575467006,True
-2.7229782327459278,-3.4180607589660212,True
-3.307767689228058,-4.496662828657362,True
-2.464312200688503,-3.9452070675112982,True
-3.292616625626882,-4.384711219204797,True
-3.239100116828922,-4.879576273262501,True
-2.616408745350782,-3.6497861350265643,True
-2.6329770992425354,-4.074029850688848,True
-3.0149608157161207,-4.269460472795698,True
-2.6930587541137356,-3.6435345566873862,True
-2.4211024417256173,-2.967737634355823,True
-3.2031617623029485,-4.0728824836318385,True
-3.2436095332726835,-4.765245535543987,True
-3.2436095332726835,-4.477427618844168,True
-3.0682374527677894,-4.590038248648246,True
-3.076218229201105,-4.27012243441173,True
-4.17258640890941,-5.213856279850006,True
-2.7053484373979946,-3.766104342208968,True
-4.804449796676636,-6.061574006080628,True
-4.383412533336216,-5.423616747061412,True
-5.148898154497147,-7.029767179489136,True
-2.2948517445391707,-3.332471040729433,True
-3.7244944433914497,-4.944588879744212,True
-2.4793488129973413,-4.15396419391036,True
-2.586624771533631,-3.058601263623971,True
-2.662706808705116,-3.478059878128327,True
-3.5974261751398444,-4.8911784663796425,True
-2.891084372997284,-4.812664121389389,True
-2.70005416982652,-4.250065663622485,True
-3.5387019886547932,-5.289357793488307,True
-2.5847250640392305,-3.74206897765398,True
-2.6228321744245475,-4.330438879215055,True
-2.4880668353677415,-2.9215823598206043,True
-1.9010276220416507,-2.248371371126268,True
-3.733443369716406,-4.436583824455738,True
-2.4516165004408155,-2.3908037541815164,False
-3.0039775043130956,-5.154427485806601,True
-2.7744175861007534,-4.493913584285313,True
-3.71945788561263,-5.807847410440445,True
-2.4875699221474035,-3.926295691066318,True
-2.7991559260350187,-5.06264653801918,True
-2.6010579079389573,-4.421140030026436,True
-2.9355977527642003,-3.995415522903204,True
-2.776496254585006,-3.2788658443499696,True
-2.399504239755598,-3.6734632632949134,True
-2.735836404686173,-3.2071930983414254,True
-3.471404076450401,-4.368715882301331,True
-2.775955526115881,-3.2560742898759516,True
-2.2725005904018567,-3.318479835113976,True
-4.16189517667226,-4.376923594623804,True
-2.6163387965410947,-3.87031716555357,True
-1.7073906685333127,-2.259758374438836,True
-3.309010375244543,-4.168595028482377,True
-3.196209635315675,-3.7536842941560526,True
-3.855079506151378,-4.500957766920328,True
-2.3944933948805556,-3.207410962631305,True
-3.8292880753676095,-4.711892651187049,True
-3.1774112378162416,-3.240284887904471,True
-2.443610257655382,-2.7874697487752296,True
-2.6914655237183482,-3.0135390753434463,True
-2.2783964578328386,-2.778586784111602,True
-1.8812642937293276,-2.6165802421979607,True
-2.7655341565608977,-3.46333367228508,True
-3.378655957058072,-4.38563497364521,True
-3.039014575382074,-4.046706197162469,True
-3.020027579332236,-4.5374688897281885,True
-2.932894824643154,-4.436872882975472,True
-3.0021353068825025,-5.114374130964279,True
-2.694526015392815,-3.7693873763084413,True
-3.0761632514186203,-4.327772307727072,True
-3.3877329523093067,-5.238345180238996,True
-3.5478168681438547,-5.201018393039703,True
-2.9065745387407436,-5.629675814083645,True
-2.4017721693962812,-3.8474173665046694,True
-3.0589815825223923,-3.9085003554821016,True
-2.4648476755881514,-3.2360694403336807,True
-3.082699014381929,-3.2185392882674932,True
-2.7871265523601325,-4.831255167722702,True
-3.5195476390887053,-4.3329109191894535,True
-2.9805837313437626,-4.001637836297353,True
-3.120505783292982,-4.004909743865331,True
-2.4733178353338228,-2.686772293475466,True
-3.3354784473466377,-4.4440735019433,True
-2.8030047175784905,-3.642540657458206,True
-3.1010737980661145,-4.115774117136264,True
-3.2894318362077075,-3.828448485583067,True
-2.4641665246899187,-3.053572588270375,True
-3.041385874434031,-3.700938664229685,True
-2.437095077924074,-3.2201537291916527,True
-3.697292680727939,-4.832719186134637,True
-2.7481281199492513,-3.5113640226772986,True
-3.376327431201935,-4.015199633439382,True
-3.313134428415009,-4.120924949289902,True
-3.247047284268774,-3.85493431656505,True
-2.8602480852894265,-3.577781829620815,True
-3.071506404876709,-3.6048958338797092,True
-2.818437214475125,-3.637891249090899,True
-3.6039378721325193,-4.270250654226402,True
-2.9337211753008887,-3.867175752762705,True
-2.4641665246899187,-3.053572588270375,True
-2.437095077924074,-3.2201537291916527,True
-3.283320495060512,-4.1674655590738565,True
-3.981427795120648,-5.130876021725791,True
-2.8134323513445754,-3.6511873165145516,True
-3.1579009339213373,-3.819320574402809,True
-2.7481281199492513,-3.5113640226772986,True
-3.519939420686569,-4.141393193916883,True
-3.248945099663817,-3.8484136680555014,True
-2.5500181323848663,-2.9535043222927735,True
-3.001097709313035,-3.8047424224515756,True
-2.38080026982504,-2.761661745940122,True
-3.465619415820887,-4.473122248022507,True
-2.437095077924074,-3.2201537291916527,True
-3.025796681002248,-3.501379548736355,True
-3.244184263379258,-4.220554275219055,True
-3.215356946835527,-4.061847639095504,True
-3.1477323431463446,-3.87357609308674,True
-3.6796088748447158,-4.109517651829211,True
-3.3863551200677953,-4.19685894002517,True
-3.4713662155593434,-4.208496236118178,True
-3.5358537094933644,-4.616606662315982,True
-2.67668916733237,-3.306892742567203,True
-2.8369957712711766,-3.5835940364049748,True
-3.6578733257949354,-4.604531834026178,True
-3.3392181457330783,-4.363666779672106,True
-3.428134951367974,-4.3589313725630445,True
-3.643535226874519,-4.533372232108377,True
-3.684518321355184,-4.7461053689320885,True
-3.764196059533528,-4.481147825717926,True
-2.8030047175784905,-3.642540657458206,True
-3.4738836765289305,-4.568614478905996,True
-2.27779008847574,-3.4784380097310836,True
-2.5192922601977794,-3.00525473709254,True
-2.8798444012386932,-3.3058865848514767,True
-2.595593099016696,-3.250650840844693,True
-2.1556375461567026,-3.3731499622343106,True
-3.7271009151882026,-4.150999848614447,True
-2.6967832572250203,-2.7588411101993793,True
-2.8095881178742275,-4.557430717349052,True
-3.6378818547042706,-3.99061836136712,True
-2.2072519745237917,-2.790162607295705,True
-2.7977276714518666,-3.1837056080943773,True
-1.7780183811942565,-3.1991547690133584,True
-2.565666170486321,-4.147494156778391,True
-3.6563809214392675,-3.4211790981288583,False
-1.8293543176919533,-2.2302562192951507,True
-1.7869608145374514,-3.2482157992199063,True
-2.4991259096668466,-3.8045254153665153,True
-2.0354052213408673,-2.6462724555749446,True
-2.3040452603101067,-2.8623770823469386,True
-2.295983696814801,-3.6797977657988667,True
-1.9327937371208859,-2.2059270373235145,True
-1.882210326139242,-2.5265788855747533,True
-3.6533127624576016,-3.557991154065045,False
-1.2359710244910578,-2.416647206755066,True
-2.079618597665103,-3.1467444475274533,True
-1.760918468428666,-2.5394860474858434,True
-1.8319051493114482,-3.1563021468852335,True
-2.344432323024823,-3.3617458630066652,True
-2.8418252021074295,-3.220444003337373,True
-2.2482395429502833,-3.1859123476526956,True
-2.858377902585744,-3.401718763595187,True
-2.5320108087180415,-2.987889669748256,True
-3.5020329003984276,-3.7690660709684547,True
-2.7746669103071326,-3.140606678331331,True
-2.0693961246277466,-2.883405500199712,True
-1.7116378984998315,-1.8464522424037568,True
-2.4235793516691775,-2.7071526483466317,True
-1.5676820678995154,-1.7156415600254182,True
-1.8276769904103796,-2.7422608284728733,True
-1.8457476069659784,-2.519146140319325,True
-1.9123118723247898,-2.067446090839803,True
-2.811900590020404,-3.9040274140425026,True
-2.5393904874101283,-4.771896094083786,True
-1.995931558922166,-3.2073742926919033,True
-1.9658510925817407,-3.0180338554782793,True
-2.0595705871071135,-2.8953950064522878,True
-2.5330186229548417,-3.754020437805189,True
-1.6713088763567308,-2.9764338065352707,True
-2.725449839718985,-4.67161397423063,True
-1.960717867128551,-2.6139949150383472,True
-2.1391425532360286,-2.426017936731858,True
-2.1391425532360286,-2.630993121811612,True
-2.1391425532360286,-2.7466386912538754,True
-2.1391425532360286,-2.692902635261734,True
-2.1694999817723875,-2.5896709732648255,True
-2.7984102735510814,-2.9603016157634556,True
-2.7598399524890387,-3.025950031211743,True
-2.756063232381712,-2.848769226430228,True
-2.4180575168824623,-3.039523182170732,True
-2.9241135628295263,-3.109549863351276,True
-2.2456901525729336,-2.9892565136043623,True
-2.225689917737327,-3.332086239264754,True
-2.720953914270337,-3.4425225886349966,True
-2.4410522310839347,-3.8714479002791147,True
-2.7561057684714405,-4.129870944035896,True
-3.2344544190470645,-4.00487037806306,True
-2.51720806030447,-3.3043496045472294,True
-2.1477375254679436,-3.072152220511011,True
-2.5047391567224015,-3.156152723900353,True
-2.698170259183583,-3.509122753733148,True
-2.732329870198065,-3.5613018314425764,True
-2.5467593482415913,-3.5589007125215306,True
-2.546093814495879,-3.6266170493864385,True
-2.614766686151658,-3.0358427339505094,True
-2.145556607292383,-2.9011831142299345,True
-3.1326440741928914,-3.668107966333628,True
-2.584342520048197,-3.2953789610988817,True
-2.4186149311343406,-2.7765484457569465,True
-2.509826572678451,-3.0090773796130503,True
-2.976587306694665,-3.673976429953025,True
-2.6265196606077046,-3.0581806439440697,True
-3.061864095522712,-4.0519603331174165,True
-1.97282729547157,-2.376109317927014,True
-2.6422967048334507,-3.0760429101970255,True
-2.734560691573493,-3.4056848222406937,True
-2.1117386226816213,-2.7081451273578057,True
-2.886401551977421,-3.3976682086785632,True
-2.549178683565084,-3.054843123732625,True
-2.4051285491014522,-3.00242045968771,True
-2.661049694864131,-3.100994701924113,True
-2.2342010887805372,-2.598016390195963,True
-2.638849092813871,-3.295249668456381,True
-2.0589597960031822,-2.6190295231412164,True
-2.446815168717876,-3.0400809352316798,True
-2.8630098942929565,-3.4534663352625152,True
-2.2982620109105483,-2.8341913159453758,True
-2.2485083773222176,-2.829295322335037,True
-2.596090811660121,-3.1782826195581277,True
-2.504458300449187,-3.2061953611878886,True
-2.8298369075870142,-3.599384873802774,True
-3.2359765816363506,-3.9972651462769138,True
-2.729756027983967,-2.856632010886512,True
-2.4394048913149162,-3.8448944121599196,True
-2.7832712466673306,-2.6831952226969102,False
-3.1140761761428926,-3.1620009345933795,True
-2.8051984034140003,-2.6805778833536,False
-3.008558834082743,-2.950571690241174,False
-2.466291641005747,-2.8195987144200547,True
-2.2866302550472835,-2.9249171559246916,True
-3.0200145335939643,-3.88418479009221,True
-4.276136585644314,-4.303016671538353,True
-4.179021903313696,-3.754299378449408,False
-3.390503425683294,-3.415784785629843,True
-4.5750875515597205,-3.6627593921836126,False
-3.9296848185892617,-4.630082219839096,True
-3.088139527787765,-3.918826807396148,True
-3.7106517556821927,-3.6051853900076822,False
-3.0269019874793135,-3.1841381911776567,True
-2.870702808611982,-3.0679047616597797,True
-3.1583798356354236,-3.215743438899517,True
-3.2957145302720807,-3.482557156616274,True
-2.8243168207118288,-2.8954964694921332,True
-2.100570467124726,-2.63469396925575,True
-2.3973180586782594,-3.2972465066122822,True
-1.7953291957761395,-2.251686237420654,True
-1.9077803477606115,-2.0876540291161896,True
-1.6703367861217189,-2.214486347997616,True
-2.2633027272095205,-2.8053564029105473,True
-2.1858974827951494,-2.6087806138061245,True
-2.77874229723377,-3.1030490681933727,True
-3.098786841664049,-3.3722915003697076,True
-3.1380270286189282,-3.135372466262197,False
-2.486271072148035,-3.0530317528173327,True
-2.9674777075757874,-3.3420188885236928,True
-2.8714528543577114,-3.1719231402579076,True
-3.248676464660093,-3.4110066011417075,True
-3.303651453513238,-3.045110132338272,False
-3.486960748100982,-3.786683908718474,True
-3.2201388519777754,-3.4154096340815374,True
-3.552910829486791,-3.4066201096429722,False
-3.191054107347394,-3.5294949259499417,True
-2.857749350971597,-3.19777072344304,True
-1.850054646679079,-2.2352907146739907,True
-1.9143455886805896,-2.476949157560739,True
-1.834007149491299,-2.383710598674952,True
-2.0048895448062467,-2.58396343934146,True
-1.6070128732760416,-1.9504780922473979,True
-2.242606130628701,-2.9074276566680055,True
-2.2917567647954757,-2.9620918221150836,True
-1.49719609869353,-2.0353272180844213,True
-2.8834069027022147,-3.972041204571724,True
-2.759622530080378,-3.2655129813855246,True
-2.307242791808676,-2.252216090951115,False
-2.1892673955697224,-2.3192470776062692,True
-2.7359883525253585,-2.607450823520163,False
-2.8683684306421413,-3.1419243072450627,True
-2.680638274724414,-2.7655939206045956,True
-3.549851912206837,-3.296023528208025,False
-1.478922143483942,-1.8631848309111472,True
-1.855269583282419,-2.394773455253536,True
-2.7874958781668773,-2.9340969155232113,True
-3.264975223573856,-3.154800447821617,False
-1.9832926640519872,-2.3771393394974223,True
-2.1500732057805485,-2.694862143940885,True
-2.5275627349847127,-2.8347200704644084,True
-2.890953227877617,-3.7005188435316088,True
-2.415678662095969,-3.0096455482028737,True
-2.899148852576184,-2.298416084194051,False
-2.090225737465991,-1.7978990470471148,False
-2.327747488428873,-2.0994476108043454,False
-2.4177189555696468,-2.1764801784837617,False
-2.508276895445306,-2.6133806496392937,True
-2.488736237748526,-3.136947755631991,True
-2.099485065027907,-2.4874227504688964,True
-2.613670614130302,-3.051365426128648,True
-2.4771879452418943,-3.0847123531493708,True
-2.901981272996636,-3.1417585734743625,True
-2.0803125100963586,-2.586582870586426,True
-2.90352593944408,-3.0600807165028527,True
-2.795763995498419,-4.224265398457646,True
-1.6201835735171863,-1.6344466937985271,True
-1.8695665653129774,-1.835831680005261,False
-1.840170818120463,-1.7895611026906408,False
-3.270027921570895,-3.440912697497489,True
-2.845995177093965,-3.0944112333069955,True
-2.3436719935707515,-3.123668408486992,True
-2.3436719935707515,-3.1664010385866277,True
-1.7533983069619066,-2.191579124351081,True
-1.4837567760240256,-1.616920667713902,True
-2.088220723066479,-2.3240028987289407,True
-1.9653012717026286,-3.580389592660746,True
-3.2780903545333007,-3.2273614385320495,False
-2.1503124127727156,-2.6932789034169846,True
-2.071458526331381,-2.037546017080207,False
-2.005848723045866,-1.987176744433652,False
-1.9120749191194772,-1.8834781285002828,False
-1.7563470980366542,-2.2323742773050665,True
-2.5036533703494475,-3.0718371827602633,True
-1.8329401477951452,-2.168097604156679,True
-1.6116523419724493,-2.281574287286671,True
-2.221784678834309,-2.5479315112992884,True
-3.028724057618092,-3.1851628415352025,True
-1.9307203124432515,-2.1988572255165004,True
-2.9737074132581864,-3.482607881259173,True
-2.8959689083396154,-3.23447163197253,True
-2.6629588373682718,-3.302132713523778,True
-1.9751451523385612,-2.345906852316522,True
-2.444903253947632,-2.3159675454953685,False
-2.2701974826741207,-2.610347539904069,True
-2.2039317855310134,-2.485305301434196,True
-2.5040660605445737,-2.9403209954689373,True
-2.033516875395435,-2.5755400577472756,True
-2.440563668594941,-2.824426514635745,True
-2.440563668594941,-3.2456198633697473,True
-2.3131828619334556,-2.507324215639528,True
-2.3131828619334556,-3.0844098752495483,True
-2.518028070267878,-3.0440222994657233,True
-3.095318979830207,-3.2008025645952918,True
-2.9706112307612784,-3.7983860187232494,True
-2.2412554533133515,-3.0984774359634946,True
-1.7385062616603035,-2.0439617028621595,True
-2.5758690271613887,-2.688335115078371,True
-2.0398951408395076,-2.5623104535305172,True
-3.149781842211572,-3.7000976465642452,True
-1.9551782247683689,-2.1338787370434686,True
-2.0753785353283294,-2.6042752305608396,True
-2.1861721394677223,-2.38481142958778,True
-3.1187524864180887,-3.447016902733594,True
-1.8355642506066943,-2.1304757817984368,True
-2.50052317623049,-2.943666420533861,True
-2.7175306998848865,-2.784492135859756,True
-2.1338048688511746,-2.837792523620671,True
-2.42135628532943,-3.061169397931448,True
-2.7715512995710014,-3.282700690848287,True
-2.564702578327235,-3.6288752893314644,True
-2.3164425509618014,-2.860297217183203,True
-3.060682224536625,-3.7732697372848634,True
-2.590407995399661,-3.3240154028082123,True
-2.8278657235205173,-3.038394932001312,True
-2.2003034172199762,-2.873365647891708,True
-2.4039437529601857,-2.5947980559431016,True
-2.5273956263526562,-2.947722593887842,True
-2.9717739564657677,-3.171444439993138,True
-2.277588801768919,-2.8589069592656897,True
-3.3953927531838417,-3.8909429082026086,True
-3.186953794832031,-3.7507459024588266,True
-2.831726900256139,-3.575806490436662,True
-3.744381286902353,-4.7992027893662454,True
-3.284153761957506,-4.167715864389071,True
-2.6882734418235485,-3.1147044214972994,True
