BERTje_corr_score,BERTje_wrong_score,BERTje_right
-8.737667433044408,-10.126457644759544,True
-7.333012561779469,-11.07699322886765,True
-7.602896929718554,-8.53118872509471,True
-8.08154434710741,-9.470056632799762,True
-7.599193288479,-10.05481329347406,True
-7.757457620464265,-9.737919344699808,True
-4.321296865399927,-5.059497090568766,True
-7.033354415558279,-8.679963761940598,True
-6.923887280747294,-8.628232944756746,True
-6.555865062607659,-7.989519661085473,True
-7.07647467404604,-8.961395842954516,True
-6.599610993638635,-8.453904216177762,True
-6.222796229335169,-10.576766133574504,True
-6.962573968805373,-6.244884648546576,False
-6.7077388449106365,-7.606160304043442,True
-4.869702855497598,-5.788549157232046,True
-4.007869909336376,-4.9258947051647635,True
-4.394469916494563,-5.313381841406226,True
-5.5898141814395785,-6.433603893965483,True
-6.085506298579276,-6.93146804603748,True
-6.076787123922259,-11.628749050199986,True
-5.851190556306392,-9.091479814714855,True
-6.525366086512804,-10.054426232352853,True
-5.828154671937227,-10.229413760559899,True
-6.168944509001449,-10.134448301461008,True
-5.9074741990771145,-10.613125119890485,True
-5.776642252807505,-9.86102686396667,True
-5.440545872668736,-9.485669138176101,True
-5.841240553185344,-10.774039540972028,True
-6.076254021376371,-8.29295084066689,True
-5.424846345093101,-7.004684807732701,True
-7.7561858060071245,-10.002874591786947,True
-5.862228615907952,-9.539738863706589,True
-6.382937641814351,-8.374469265341759,True
-5.680005044909194,-7.235302161658183,True
-6.366253124549985,-6.69673637743108,True
-3.9487255747274808,-4.537078038734548,True
-5.261017439421266,-6.424018126840775,True
-4.0231263668950605,-4.694845557079783,True
-5.564956769297298,-6.54527870279092,True
-5.2111203074787875,-6.088719508968866,True
-3.741883390323437,-4.0812696207780395,True
-4.226248039352974,-5.067538432776928,True
-3.9366288732844015,-4.508484802874071,True
-5.60516948944756,-6.831188635757337,True
-4.090014471501733,-5.654405247952257,True
-5.078317345652197,-5.897497645364358,True
-4.906317740907737,-6.127722726868732,True
-4.892475989259158,-6.081305847636291,True
-4.388710664631799,-5.398640081818614,True
-4.314278580246415,-4.81387326334204,True
-4.582146299670318,-5.6980898311504955,True
-5.40006917109713,-6.6349233984947205,True
-4.177943382661657,-5.568544942025955,True
-3.741883390323437,-4.0812696207780395,True
-3.9366288732844015,-4.508484802874071,True
-4.174414351217759,-5.413753096546445,True
-5.250164480383197,-6.2590981769774645,True
-4.296998573084628,-5.295455235701341,True
-5.075216786769618,-6.084196558365455,True
-4.090014471501733,-5.654405247952257,True
-5.306180848569299,-5.931365408934653,True
-4.158318993788271,-5.173271193238906,True
-3.793505026764857,-4.797443680341958,True
-4.293196378213664,-5.079885055710163,True
-3.67791063119431,-4.312231271281181,True
-4.823631745398355,-5.781628672565732,True
-3.9366288732844015,-4.508484802874071,True
-4.6036845320195425,-4.849367279497286,True
-5.340395096306955,-6.2908217179087496,True
-5.543078609043732,-6.811816815000314,True
-4.512905821700891,-5.421856838677611,True
-4.76207376007369,-5.528671310842038,True
-5.198031833014933,-6.217484094515944,True
-5.694697379349516,-6.348774841676156,True
-5.68249786272645,-7.428518146276474,True
-4.070231843610964,-4.688901492959952,True
-4.208143074071268,-4.785786114433514,True
-4.9569390093841195,-5.970920958198034,True
-4.8192725827518315,-5.747847452186621,True
-4.6564809789997526,-5.704356495577556,True
-5.639034743187949,-6.221104993269994,True
-4.389683192752273,-5.250007354095578,True
-4.580630836154644,-5.186067638652665,True
-4.0231263668950605,-4.694845557079783,True
-4.99513200020218,-5.9386889808453045,True
-3.6556905922479928,-5.129913346469403,True
-5.827084478316829,-5.829812882468104,True
-4.163981766853896,-5.245863012400353,True
-5.479319293797016,-6.627992437407374,True
-4.048867209814489,-4.673868069218265,True
-4.805106559651904,-6.379381614038721,True
-4.203995168488473,-5.428637681063265,True
-6.106230285484344,-6.890267251525074,True
-4.914249459281564,-5.7119246306829154,True
-3.4053010104888877,-4.319946815112251,True
-5.323907636775402,-5.496324596159599,True
-3.5874800979329917,-5.629532924294471,True
-4.2787272043448565,-6.79122714245958,True
-4.953301368488206,-4.547336317162262,False
-2.4903643995904448,-2.5110407760164337,True
-5.203668261878192,-6.913120720535517,True
-2.849750522718813,-6.378201709128916,True
-3.4964643102139235,-5.161611140028319,True
-2.9622966220371643,-4.7878586701575845,True
-4.4550290380318005,-6.422122752666473,True
-4.100441172918571,-3.9574283094677543,False
-3.5791389670603992,-4.404003900560466,True
-3.8282917732595587,-4.034382315529954,True
-1.9506395870393458,-3.5836280813399592,True
-4.606005699256705,-5.621454771269452,True
-4.155064448559036,-7.282501649856568,True
-3.690224129568378,-5.342537136189639,True
-4.665425975796428,-6.735257175708697,True
-5.380515784702518,-6.322409781161696,True
-3.587129885830853,-4.724349983459846,True
-4.014670403548128,-5.569728984157196,True
-4.9574929422444916,-5.847809512789051,True
-5.975038877791828,-6.254487074911594,True
-3.276980288987813,-3.306248499791504,True
-3.0307702777984864,-3.536736451568739,True
-1.9673317186114967,-2.252465856320441,True
-3.2575934471562507,-5.411480923804144,True
-2.156533758668437,-3.2719303285217998,True
-3.594276136427652,-4.53760843728669,True
-2.8920112325010305,-4.181918475810172,True
-3.4871417275779613,-4.64206255460158,True
-3.8584754762806646,-6.7868714060380375,True
-3.9602598741766997,-9.457624978518911,True
-5.226389857175361,-6.0593751372237294,True
-5.564279713667929,-6.378784880973399,True
-4.969425069966486,-5.499645251248564,True
-3.3149993085258065,-7.130131147801876,True
-3.1533811416084063,-7.129020161926746,True
-3.3074824920167094,-5.92981521998133,True
-4.788576216378715,-5.902306154719554,True
-4.75858014732456,-6.224908792449591,True
-4.75858014732456,-5.758140006532463,True
-4.75858014732456,-7.709523538843944,True
-4.75858014732456,-7.194313924186504,True
-2.7827179260008656,-3.2007824380157723,True
-3.47001075623848,-3.3446815389732363,False
-3.419008355648839,-3.6764270908897743,True
-4.270673728111433,-3.694436927983428,False
-3.2700110529898665,-4.061885223209781,True
-4.862602586095983,-5.511314501287416,True
-4.170220132409171,-5.2337112697688015,True
-3.7667559648874556,-5.121929434593767,True
-3.837466879747808,-4.182994438843294,True
-3.808756173842333,-6.5251501446420495,True
-3.7369585800915956,-5.4250280446916195,True
-6.1369478662752295,-7.230062789876353,True
-5.4162191614847295,-6.455760214139115,True
-2.9314549062740602,-3.3403464983178615,True
-3.3537541189143667,-4.607748451642692,True
-3.823359884758247,-4.885726163474222,True
-3.715575768442994,-4.405171835117719,True
-3.859494555819159,-4.6699281719823675,True
-2.9956746985165714,-3.993635879829526,True
-4.013071025827561,-4.716155189682137,True
-4.063730630007657,-5.152815841307694,True
-5.149598528038371,-5.810747587291354,True
-5.17503557684408,-5.823334883559834,True
-3.626016140746122,-5.29424832185561,True
-4.365593768444589,-4.663489136929539,True
-4.136935405433178,-4.817030873149633,True
-4.915121637714597,-5.339729824748177,True
-5.511683584207883,-7.702041033655405,True
-3.189058382845542,-4.014110531812184,True
-4.640832534913595,-3.828693810922022,False
-2.9738749553260795,-3.840473443301952,True
-3.594671070575714,-4.574728182731913,True
-4.032265591435134,-5.195287907496095,True
-4.066329410425029,-5.023840430801591,True
-4.184871434001252,-5.372595274510483,True
-3.4172894511721097,-4.6474060853988,True
-3.4917664274107665,-4.48029525919507,True
-3.064253842290782,-3.8991349200950935,True
-4.044773442504395,-4.636701709058668,True
-3.3397935714040483,-4.272836961018454,True
-3.8022722123074346,-4.564543386843677,True
-2.7687648262880327,-3.7022057228023186,True
-3.732313352730125,-4.516080019436776,True
-4.351486719504464,-5.207838882620518,True
-2.9177928953919037,-4.064358815048036,True
-3.539956305830856,-4.826178787508979,True
-6.705474335567227,-5.848980106930766,False
-4.786807876177288,-5.312994065822568,True
-4.585903530060831,-5.118804426355795,True
-5.6411876862661705,-6.38187885209918,True
-5.27217138624242,-5.4390410099100945,True
-4.942402287438098,-4.862858702242375,False
-10.705084233943905,-9.138957891613245,False
-4.403225354873575,-4.844980090426711,True
-3.3524464959269746,-4.777341375942342,True
-4.314136402343865,-5.297246741130948,True
-6.61972781896059,-7.5462717852933565,True
-6.619291632569262,-5.3113608166051565,False
-5.622097832549896,-7.785633306390082,True
-6.265834628471306,-7.682906401852961,True
-6.317784456536174,-5.742424274393125,False
-4.6704383731557755,-6.940598816028796,True
-7.773779014391558,-5.713114261743613,False
-3.9562379011352147,-4.515150982520676,True
-3.7672365741527756,-4.362598890591471,True
-4.193409511004575,-4.445762832532637,True
-3.6181286261250665,-4.2629110976621245,True
-3.897814589581685,-4.73784984460508,True
-4.205366298222956,-4.1020048917059535,False
-3.7594462436585068,-4.406868504966648,True
-3.2287337753514294,-3.9221188348019496,True
-4.73193657315181,-4.7621129840612415,True
-3.083542964673749,-3.088818318103828,True
-4.217013228470353,-5.28389835591555,True
-3.8578316084478335,-4.255490068187513,True
-3.1970202215597965,-3.4876499696874816,True
-4.346035014305796,-5.094884099272479,True
-3.345555574782858,-3.456371667757464,True
-5.344779102923349,-5.99768859250471,True
-3.5015818204015625,-3.7790294219240814,True
-3.348568047812608,-3.915469440465261,True
-2.8565649227779693,-3.1241801448299418,True
-3.5823607616060014,-3.415529521240387,False
-3.809304895544691,-3.631549106478425,False
-2.8149253245753547,-2.794111531072607,False
-3.102242412344952,-3.096459044135242,False
-3.607469075642127,-4.095566035580954,True
-2.7271643368527294,-2.9128978969684494,True
-3.769751531702544,-3.737124645461639,False
-3.2588627210819445,-3.215472356997149,False
-4.332900287895817,-4.29120009415783,False
-4.0511199035415,-4.070433601271361,True
-3.0750513509220374,-2.950222721016661,False
-5.086156213339564,-5.4408416779673034,True
-4.738624526595231,-4.852155668444042,True
-3.566196570305086,-3.563423878493874,False
-7.23508381125118,-10.385181705777844,True
-5.465353310976008,-6.3941079456359144,True
-2.4923653906269463,-2.4546559725034363,False
-4.464650962293187,-4.608919173237295,True
-4.146998100340939,-3.9490834302268922,False
-3.867583214858314,-3.875654462204479,True
-3.9446989710995695,-3.3191238675608474,False
-5.903862372098956,-5.787382073700428,False
-3.974412971176207,-4.309930356727405,True
-4.180721321515739,-4.091313945468176,False
-4.534947043792768,-4.933144911852044,True
-5.066090248292312,-5.419568483756545,True
-3.869445925966526,-4.457245869600835,True
-4.055036974459654,-6.836308904820019,True
-3.387865270161031,-4.46711000941754,True
-4.9322349349968135,-6.013774052883188,True
-2.9476440745638683,-3.60266310639369,True
-4.656412917396261,-4.011915736338672,False
-2.655758768457043,-2.8487271199427435,True
-4.023426643479615,-3.3150172406287095,False
-2.9010476493482096,-3.011528425035067,True
-3.880534255877137,-4.0409788967420655,True
-4.8626226366031915,-5.82138778436929,True
-4.0565991047769785,-4.975794385719512,True
-5.228915526531637,-6.1129219439304014,True
-4.813566265598638,-5.5534073686688386,True
-4.439433256785075,-5.577422727985929,True
-4.388606911715628,-5.184120848402381,True
-3.4589900981601596,-4.427495542647583,True
-5.300163934421208,-8.568575248122215,True
-3.1737388840577165,-2.6770858150352175,False
-3.7770117591135204,-2.7829086317660234,False
-3.3430625583943248,-2.714794197859352,False
-4.8562797352671625,-4.95459038417109,True
-4.83952281196517,-4.4630010302838246,False
-4.217972929714181,-5.32618275171678,True
-4.217972929714181,-4.449896741924541,True
-3.4929098483055268,-4.309378359610071,True
-2.2644097669499628,-2.412511405391725,True
-2.8795578754351783,-3.0751733370435734,True
-2.4984240867399623,-4.711031644046306,True
-4.604646069305697,-5.248961896160229,True
-3.542135097743834,-3.201838993653655,False
-3.257426165069254,-3.4275760897061054,True
-2.436862887193274,-2.5076001652530975,True
-2.9629675176511228,-2.9084925194329116,False
-2.276952546766898,-2.973765467969878,True
-2.884464426074798,-4.205093444262942,True
-3.3234473236549933,-4.3520915002669565,True
-2.9438400882587303,-3.3231910228263586,True
-4.740443953356589,-5.606501656526234,True
-5.274553167470731,-5.351929352448011,True
-3.1836343395360536,-3.5626701423690457,True
-5.010759974758212,-5.900209694670943,True
-4.6330741501667285,-5.823337617922913,True
-5.51327888853848,-7.5977212364474935,True
-4.186979704716412,-5.005034223283556,True
-3.8079029420941053,-4.82821791077202,True
-3.833131494339217,-4.229780923744494,True
-4.340114228974562,-4.763856534194201,True
-5.037199707871948,-5.833232969027729,True
-5.040759179042652,-6.368191011948511,True
-3.939274807782987,-5.03574737377214,True
-3.939274807782987,-5.146240268493644,True
-3.827598069947271,-5.4303769374576705,True
-3.827598069947271,-6.673257398292965,True
-4.461228544757303,-4.629179955002785,True
-4.356912679349382,-4.812384620308876,True
-4.571161649748683,-6.061006854474544,True
-4.076827387170245,-6.381153200837699,True
-3.752947089233203,-3.7413196769872834,False
-4.403077066543379,-4.53284045149173,True
-2.8771172280384536,-3.778426702557287,True
-6.5584109518677,-7.460086101666093,True
-4.341045676212832,-4.506859929294717,True
-2.5855035096989014,-2.756049338526403,True
-2.8819639156436097,-3.657064137782072,True
-4.729661267770168,-5.581839515755956,True
-3.462241614959203,-4.063317644223571,True
-4.7238154530984025,-5.16992891416885,True
-4.194553254284144,-5.103162890049414,True
-4.314558454058507,-4.957716100782688,True
-3.721075679034194,-4.7815196540156775,True
-2.93155126732641,-3.0565468446750725,True
-3.565302320630648,-4.518099264062655,True
-4.901528522372246,-6.00649006800218,True
-4.566393667832017,-5.892582604153589,True
-4.0773059980589705,-4.14995517845576,True
-4.892522482623463,-5.16224433861914,True
-3.8663524577527175,-4.172892448791702,True
-3.480087850035246,-3.7385616551851855,True
-4.346099691543107,-4.840224199679991,True
-2.878028550480182,-2.975642587787782,True
-4.014501246546085,-5.422941014403477,True
-5.29576216796928,-5.473869987996295,True
-4.309179340743867,-4.381575650320603,True
-4.366734087467194,-5.713464389470491,True
-6.770358923822641,-9.746666660532355,True
-4.951042452458448,-6.546002997085452,True
-4.73109791979992,-5.899833744391799,True
