XLMRoberta_corr_score,XLMRoberta_wrong_score,XLMRoberta_right
-3.6937237417571143,-4.0540292163677805,True
-1.8914116752835421,-2.7253905125544406,True
-1.8177284048870206,-1.3445748642441773,False
-2.3458970608368803,-1.3598994861822575,False
-1.4693740352023659,-1.342355274145181,False
-1.6205077688209713,-1.5952338483184576,False
-1.7840084485295746,-1.3490832238213013,False
-2.0718643563808516,-2.104244913989013,True
-0.9735294874990359,-1.0807825929174821,True
-0.925086091083358,-0.9833206144500185,True
-1.2903692970091167,-1.2034062563011854,False
-1.9955509203136899,-2.170882591615037,True
-1.0137392533194673,-1.2194258483126759,True
-0.5017294855470854,-1.1445660208264599,True
-3.692223422361874,-3.933109787208891,True
-1.632876906117114,-2.388227043285345,True
-0.7702951628947631,-1.4454680272062737,True
-1.8352215384476862,-0.8926202820439357,False
-0.7604074810353469,-1.20593949348323,True
-1.262895827454155,-1.1701785421985398,False
-1.0324028535978869,-1.0654636178744687,True
-2.0459678161866823,-2.000012725031411,False
-1.2525039368758573,-1.8116797896965926,True
-1.2056571976301105,-1.3554775692751075,True
-1.56863202828481,-1.6289144983184087,True
-1.6167338264505295,-1.9086425334670432,True
-1.1293383206793806,-0.9761913519760128,False
-0.6457382036508837,-0.7888241476726502,True
-1.755583609857907,-1.8997933458536864,True
-3.831786541058682,-4.991750601893727,True
-0.4257262260944117,-0.31216048072230096,False
-0.4963973472240468,-0.3194341851738404,False
-0.5020293831839808,-0.14776860076235607,False
-3.364212256862326,-2.0509207749980436,False
-1.6428001946187578,-1.9188732448813728,True
-1.100368548821037,-1.3792626951976368,True
-1.100368548821037,-1.2272199522936718,True
-1.7216941849370155,-2.044033941974963,True
-0.36201645268426674,-0.3466909805650912,False
-1.0762684550720678,-1.4001033658596498,True
-1.1785150902517336,-1.637177577897819,True
-2.0138932404564307,-2.0157870136536076,True
-1.0329415314447354,-1.6248049962080338,True
-0.7217065727195909,-0.6758105686555306,False
-1.5785591068788958,-1.646692839759888,True
-1.087901101152238,-1.1811076185214915,True
-1.2254932692132727,-2.001386960948129,True
-1.0009674056131592,-1.299731973508541,True
-1.5714394500246271,-1.4848684848984703,False
-0.5856341977687407,-0.7847136418943004,True
-1.4787886661277818,-2.099264819441097,True
-3.051688083010439,-2.967243489305734,False
-1.19787374119187,-1.4303015818695712,True
-2.1351704891276313,-2.6424826916045276,True
-1.4668015545757953,-2.596469579890254,True
-0.6458661447266221,-2.7863878717034822,True
-0.9354712868979814,-1.828944370002401,True
-0.6379918546663248,-1.4688151494908328,True
-1.018087585059799,-1.4269329747238026,True
-0.8651633793100094,-1.6727622918891332,True
-1.4718536514802298,-1.966754532853464,True
-2.723525043744303,-2.9114860298795975,True
-1.5400361648915957,-1.6100689634059866,True
-1.5400361648915957,-1.8164009080268442,True
-2.048058165392528,-2.1793722121510655,True
-2.048058165392528,-2.5453331538786492,True
-0.8358216529195488,-0.9895146278431639,True
-1.67584448158741,-1.8984312298397223,True
-1.6315584205860634,-2.345833061644549,True
-0.9703756676843533,-2.1044410107036433,True
-0.7970992092741653,-0.9004605133862545,True
-2.3121132804080844,-2.397674350067973,True
-1.1048840256252637,-1.6949334864194194,True
-2.97138999436811,-3.673898324836955,True
-2.2029074168531224,-2.533406709274277,True
-0.6050436044570233,-0.6907764038624009,True
-0.6498579010432068,-1.6922010623966344,True
-1.164767724032572,-1.6264234112095437,True
-0.7196738898783224,-1.0041768192932068,True
-0.9944511530144761,-1.4967103353701532,True
-0.6543898996242206,-0.9372000464936718,True
-0.7337777294757727,-1.1350204298965094,True
-0.5086293682072531,-0.5209994564818985,True
-0.31250427064129754,-0.5249423137592042,True
-0.4429047501956423,-1.3637248580216692,True
-2.1111103577608117,-2.8281846504436214,True
-1.6122297609346623,-2.5729744113897057,True
-1.2215626728914988,-1.4960485336147638,True
-1.8547308263465918,-1.9708449182119996,True
-1.6036671625505037,-2.079335365636165,True
-1.6461855200365842,-1.924244581393021,True
-1.335151139643705,-1.3351203355276466,False
-0.8243763123949369,-0.8366259122888248,True
-0.7485801562049476,-1.2275474919338845,True
-1.4291746546234487,-1.476846689267684,True
-1.3492411204542105,-1.2512210863642395,False
-1.4735546833811288,-2.1742085235746345,True
-2.5832071550952,-3.9242324579972774,True
-3.177766331535002,-4.5642598128761165,True
-1.4606617191833828,-1.3952785160611658,False
